ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLSSRM_NM,TROBL_TY_NM,OPER_TIME_CN,CLSSRM_INTRCN_CN,RCRIT_PD,OPER_PD
"기타",요가,경기,고양시,(대장체)고양시 요가교실,지체장애,목 13:00~14:00,,20210401~20210730,20210501~20211130
"기타",생활체조,경기,고양시,(대장체)고양시 실버체조 교실,지체장애,수 11:00~12:00,,20210401~20210730,20210501~20211130
"기타",기타,경기,고양시,(대장체)고양시 아쿠아로빅 교실,지체장애,금 13:00~14:00,,20210401~20210730,20210501~20211130
"기타",기타,경기,안양시,(대장체)안양시 기초체력 교실,지적장애,금 17:00~17:50,,20210401~20210730,20210501~20211130
"기타",요가,경기,안양시,(대장체)안양시 요가교실,지적장애,화 18:00~18:50,,20210401~20210730,20210501~20211130
"기타",기타,경기,안양시,(대장체)안양시 수중운동 교실,뇌병변장애,화 10:00~10:50,,20210401~20210730,20210501~20211130
"기타",헬스,경기,성남시,(대장체)성남시 헬스클럽,지적장애,토 11:00~12:00,,20210401~20210730,20210501~20211130
"기타",휠체어럭비,경기,고양시,(대장체)고양시 휠체어럭비 클럽,지체장애,화 13:00~15:30,,20210401~20210730,20210501~20211130
"기타",,충남,보령시,거점형 유아체육교실,기타장애,매주 월 16:00~16:40,,20210301~20211130,20210301~20211130
"기타",기타,전남,강진군,2021 전남 강진군 장애인생활체육 시각한궁교실,시각장애,13:00~14:00,2021 전남 강진군 장애인생활체육 시각한궁교실,20210301~20210330,20210413~20211005
"기타",기타,전남,강진군,2021 전남 강진군 여성장애인 생활체육 커롤링교실,청각장애,14:00~15:00,2021 전남 강진군 여성장애인 생활체육 커롤링교실,20210301~20210330,20210405~20211031
"기타",풋살,전남,강진군,2021 전남 강진군 장애인생활체육 풋살교실,기타장애,07:30~09:30,2021 전남 강진군 장애인생활체육 풋살교실,20210301~20210330,20210427~20211028
"기타",낚시,전남,광양시,2021 전남 광양시 장애인생활체육 낚시교실,지체장애,14:00~16:00,2021 전남 광양시 장애인생활체육 낚시교실,20210405~20211028,20210405~20211028
"기타",포켓볼,전남,광양시,2021 전남 광양시 장애인생활체육 포겟볼 교실,지체장애,14:00~16:00,2021 전남 광양시 장애인생활체육 포겟볼 교실,20210403~20210918,20210403~20210918
"기타",기타,전남,광양시,2021 전남 광양시 장애인생활체육 한궁교실,지적장애,10:00~11:40,2021 전남 광양시 장애인생활체육 한궁교실,20210405~20211101,20210405~20211101
"기타",자전거,전남,나주시,2021 전남 나주시 장애인생활체육 자전거교실,지체장애,10:00~12:00,2021 전남 나주시 장애인생활체육 자전거교실,20210417~20211113,20210417~20211113
"기타",기타,전남,나주시,2021 전남 나주시 장애인생활체육 한궁교실,시각장애,14:00~15:00,2021 전남 나주시 장애인생활체육 한궁교실,20210401~20211130,20210401~20211130
"기타",풋살,전남,나주시,2021 전남 나주시 장애인생활체육 풋살교실,지체장애,16:00~18:00,2021 전남 나주시 장애인생활체육 풋살교실,20210412~20211124,20210412~20211124
"기타",뉴스포츠,전남,목포시,2021 전남 목포시 장애인생활체육 뉴스포츠교실,지체장애,13:00~15:00,2021 전남 목포시 장애인생활체육 뉴스포츠교실,20210301~20210330,20210423~20211112
"기타",체조,전남,목포시,2021 전남 목포시 장애인생활체육 생활체조교실,지체장애,15:00~16:00,2021 전남 목포시 장애인생활체육 생활체조교실 (그라운드골프교실에서 생활체조교실로 변경함),20210301~20210330,20210416~20211008
"기타",기타,전남,목포시,2021 전남 목포시 장애인생활체육 e스포츠교실,지체장애,15:00~17:00,2021 전남 목포시 장애인생활체육 e스포츠교실,20210301~20210330,20210420~20211123
"기타",기타,전남,목포시,2021 전남 목포시 장애인생활체육 헬스교실,지체장애,18:00~20:00,2021 전남 목포시 장애인생활체육 헬스교실,20210401~20210930,20210401~20210930
"기타",특수체육,전남,목포시,2021 전남 목포시 장애인생활체육 특수체육교실,지적장애,11:00~12:00,2021 전남 목포시 장애인생활체육 특수체육교실,20210301~20210330,20210406~20210928
"기타",국궁,전남,보성군,2021 전남 보성군 장애인생활체육 국궁교실,지체장애,10:00~11:40,2021 전남 보성군 장애인생활체육 국궁교실,20210301~20210330,20210416~20211029
"기타",요가,대전,대덕구,엘림요가교실,지적장애,수 13:00~14:00,,20210401~20211124,20210401~20211124
"기타",뉴스포츠,대전,서구,우리모두즐겁게 뉴스포츠(아회),지적장애,월 15:50~16:40,,20210405~20211129,20210405~20211129
"기타",뉴스포츠,대전,중구,2021 시각장애인 한궁교실,시각장애,목 10:00~12:00,,20210408~20211125,20210408~20211125
"기타",쇼다운,대전,중구,2021 쇼다운교실,시각장애,"월,금 10:00~12:00",,20210402~20211203,20210402~20211203
"기타",유아체육,대전,서구,Fun! Fun! Gym School(한걸음),지적장애,화 16:00~17:00,,20210402~20211126,20210402~20211126
"기타",특수체육,대전,서구,슬옹 생활체육교실,지적장애,수 14:00~15:00,,20210526~20211124,20210526~20211124
"기타",생활체조,대전,중구,밀알 건강백세교실,지적장애,월 10:30~11:30,,20210405~20211206,20210405~20211206
"기타",포켓볼,전남,순천시,2021 전남 순천시 장애인생활체육 포켓볼교실,지체장애,14:00~16:00,2021 전남 순천시 장애인생활체육 포켓볼교실,20210301~20210330,20210422~20121021
"기타",체조,전남,순천시,2021 전남 순천시 장애인생활체육 체조교실,지체장애,10:00~12:00,2021 전남 순천시 장애인생활체육 체조교실,20210401~20211117,20210401~20211117
"기타",기타,전남,순천시,2021 전남 순천시 장애인생활체육 한궁교실,기타장애,13:00~14:00,2021 전남 순천시 장애인생활체육 한궁교실,20210301~20210330,20210406~20210914
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 한궁교실,시각장애,13:30~15:30,2021 전남 여수시 장애인생활체육 한궁교실,20210421~20211027,20210421~20211027
"기타",요가,전남,여수시,2021 전남 여수시 장애인생활체육 요가교실,시각장애,13:30~15:30,2021 전남 여수시 장애인생활체육 요가교실,20210301~20210330,20210413~20211130
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 라인댄스 교실,청각장애,14:30~16:30,2021 전남 여수시 장애인생활체육 프리(free) 라인댄스 교실,20210407~20211020,20210407~20211020
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 체력증진교실(여장체),청각장애,13:30~14:30,2021 전남 여수시 장애인생활체육 체력증진교실(여장체),20210301~20210330,20210415~20211125
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 스파이크교실,지체장애,18:00~19:00,2021 전남 여수시 장애인생활체육 어울림 스파이크교실,20210415~20211111,20210415~20211111
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 시나브로 라틴댄스교실,지적장애,14:30~16:30,2021 전남 여수시 장애인생활체육 시나브로 라틴댄스 교실,20210406~20211005,20210406~20211005
"기타",체조,전남,여수시,2021 전남 여수시 장애인생활체육 생활체조교실,지체장애,09:00~10:00,2021 전남 여수시 장애인생활체육 생활체조교실,20210301~20210330,20210410~20211030
"기타",뉴스포츠,광주,동구,영화주간보호센터A 뉴스포츠교실 - 정진훈지도자,지적장애,목요일 10:00~11:00,-,20210107~20211230,20210107~20211230
"기타",요가,대구,동구,2021년 멋진동구장애인재활요가교실,지체장애,"화, 목 15:00~16:00",동구지역 장애인들을 위한 재활훈련 및 개별 질환 개선을 위한 요가 교실,20210202~20210205,20210401~20211031
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 으랏차차 체력증진교실(멋진여성),지체장애,14:00~15:00,2021 전남 여수시 장애인생활체육 으랏차차 체력증진교실(멋진여성),20210503~20211025,20210503~20211025
"기타",뉴스포츠,전남,여수시,2021 전남 여수시 장애인생활체육 청소년 뉴스포츠교실,기타장애,09:40~10:40,2021 전남 여수시 한려초 청소년 뉴스포츠교실,20210301~20210330,20210405~20211122
"기타",뉴스포츠,전남,여수시,2021 전남 여수시 장애인생활체육 뉴스포츠교실,지적장애,13:30~15:30,2021 전남 여수시 장애인생활체육 뉴스포츠교실,20210301~20210330,20210407~20211124
"기타",뉴스포츠,전남,장성군,2021 전남 장성군 장애인생활체육 뉴스포츠교실,지체장애,09:00~10:00,2021 전남 장성군 장애인생활체육 뉴스포츠교실,20210501~20211023,20210501~20211023
"기타",뉴스포츠,전남,장흥군,2021 전남 장흥군 장애인생활체육 지체장애인 뉴스포츠교실(탐진강변),지체장애,14:30~15:30,2021 전남 장흥군 장애인생활체육 지체장애인 뉴스포츠교실(탐진강변),20210401~20210430,20210501~20211023
"기타",기타,전남,장흥군,2021 전남 장흥군 장애인생활체육 한궁교실,시각장애,17:00~18:00,2021 전남 장흥군 장애인생활체육 한궁교실,20210402~20210910,20210402~20210910
"기타",뉴스포츠,전남,장흥군,2021 전남 장흥군 장애인생활체육 중증장애인 뉴스포츠교실(한국교통장애인협회),지체장애,18:10~19:10,2021 전남 장흥군 장애인생활체육 중증장애인 뉴스포츠교실(한국교통장애인협회),20210401~20210909,20210401~20210909
"기타",뉴스포츠,전남,장흥군,2021 전남 장흥군 장애인생활체육 뉴스포츠교실(복지관),지적장애,13:00~14:00,2021 전남 장흥군 장애인생활체육 뉴스포츠교실(전라남도장애인종합복지관),20210301~20210330,20210405~20210913
"기타",뉴스포츠,전남,함평군,2021 전남 함평군 장애인생활체육 뉴스포츠교실,지적장애,15:00~17:00,2021 전남 함평군 장애인생활체육 뉴스포츠교실,20210401~20211130,20210401~20211130
"기타",뉴스포츠,전남,강진군,2021 전남 강진군 장애인생활체육 뉴스포츠교실(기금),지체장애,10:00~12:00,2021 전남 강진군 장애인생활체육 뉴스포츠교실(기금),20210427~20211018,20210427~20211018
"기타",기타,전남,목포시,2021 전남 목포시 장애인생활체육 체력단련교실(기금),뇌병변장애,20:00~21:30,2021 전남 목포시 장애인생활체육 뇌성마비 체력단련교실(기금),20210409~20210911,20210409~20210911
"기타",기타,전남,목포시,2021 전남 목포시 장애인생활체육 기초체력교실(기금),지적장애,16:00~17:00,2021 전남 목포시 장애인생활체육 기초체력교실(기금),20210403~20210918,20210403~20210918
"기타",뉴스포츠,전남,무안군,2021 전남 무안군 장애인생활체육 뉴스포츠교실(기금),지체장애,15:00~16:00,2021 전남 무안군 장애인생활체육 뉴스포츠교실(기금),20210301~20210330,20210401~20211010
"기타",뉴스포츠,광주,광산구,송광정신재활센터A 뉴스포츠교실 - 정진훈 지도자,지적장애,월 10:30~11:30,-,20210104~20211227,20210104~20211227
"기타",기타,전남,순천시,2021 전남 순천시 장애인생활체육 체력증진교실(순천시장애인체육회),지적장애,16:00~17:00,2021 전남 순천시 장애인생활체육 체력증진교실(기금),20210414~20211013,20210414~20211013
"기타",기타,전남,신안군,2021 전남 신안군 장애인생활체육 뉴스포츠교실(기금),청각장애,10:30~11:30,2021 전남 신안군 장애인생활체육 뉴스포츠교실(기금),20210415~20210930,20210415~20210930
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 공치기교실(기금),청각장애,09:30~11:30,2021 전남 여수시 장애인생활체육 농아인신바람공치기교실(기금),20210406~20211130,20210406~20211130
"기타",기타,전남,여수시,2021 전남 여수시 장애인생활체육 다종목교실(기금),뇌병변장애,09:50~10:50,2021 전남 여수시 장애인생활체육 다종목교실(기금),20210301~20210330,20210416~20211105
"기타",뉴스포츠,전남,여수시,2021 전남 여수시 장애인생활체육 청소년 뉴스포츠교실,지적장애,13:30~15:30,2021 전남 여수시 생활체육 통합청소년 뉴스포츠교실(기금),20210402~20211126,20210402~20211126
"기타",,경남,창원시진해구,진해발달장애인 요가교실,지적장애,화 19:00 ~ 18:00,,20210101~20211231,20210101~20211231
"기타",기타,전남,광양시,2021 전남 광양시 장애인생활체육 한궁교실,시각장애,10:30~11:30,2021 전남 광양시 장애인생활체육 한궁교실,20210401~20210430,20210525~20211130
"기타",요가,전남,광양시,2021 전남 광양시 여성장애인요가교실,지체장애,13:00~15:00,2021 전남 광양시 여성장애인요가교실,20210301~20210330,20210408~20211028
"기타",기타,전남,목포시,2021 전남 목포시 장애인생활체육 한궁교실(시각연합회),시각장애,14:00~15:00,2021 전남 목포시 장애인생활체육 한궁교실(한국시각장애인연합회목포시지회),20210301~20210430,20210511~20211005
"기타",기타,전남,목포시,2021 전남 목포시 장애인생활체육 시각장애인라인댄스교실,시각장애,11:00~12:00,2021 전남 목포시 장애인생활체육 시각장애인라인댄스교실,20210301~20210330,20210506~20211021
"기타",기타,전남,보성군,2021 전남 보성군 장애인생활체육 한궁교실,시각장애,13:30~14:30,2021 전남 보성군 장애인생활체육 한궁교실,20210401~20210430,20210511~20211026
"기타",기타,전남,순천시,2021 전남 순천시 장애인생활체육 한궁교실(순천장체),지체장애,14:30~15:30,2021 전남 순천시 장애인생활체육 한궁교실(순천시장애인체육회),20210401~20210425,20210426~20211011
"기타",기타,전남,순천시,2021 전남 순천시 장애인생활체육 체력증진교실,지체장애,11:00~12:00,2021 전남 순천시 장애인생활체육 체력증진교실,20210301~20210411,20210417~20211002
